"","X","id","t0","L1","L2","L3","A","Y"
"1147",1147,164,1,2,-1.50210873535666,NA,1,NA
"1148",1148,164,2,NA,NA,NA,NA,-4.62800810648403
"1153",1153,165,0,3,-1.54214289839774,9,1,NA
"1154",1154,165,1,3,-1.31059143773147,NA,1,NA
"1155",1155,165,2,NA,NA,NA,NA,-5.47499058361267
"1160",1160,166,0,3,-1.48468366365792,9,1,NA
"1161",1161,166,1,1,-1.71131401713552,NA,1,NA
"1162",1162,166,2,NA,NA,NA,NA,-4.73242293372178
"1167",1167,167,0,2,-1.47945682231746,6,1,NA
"1168",1168,167,1,2,-1.42763938316179,NA,0,NA
"1169",1169,167,2,NA,NA,NA,NA,-4.57698762406661
"1174",1174,168,0,3,-1.27643803709475,5,0,NA
"1175",1175,168,1,1,0.503944314390748,NA,1,NA
"1176",1176,168,2,NA,NA,NA,NA,-4.59313362666021
"1181",1181,169,0,2,-1.52461704375662,7,1,NA
"1182",1182,169,1,3,-1.7436333113168,NA,0,NA
"1183",1183,169,2,NA,NA,NA,NA,-4.58854306103413
"1188",1188,170,0,2,-1.46550454761496,8,1,NA
"1189",1189,170,1,3,-1.45815118467318,NA,1,NA
"1190",1190,170,2,NA,NA,NA,NA,-3.24791541738345
"1195",1195,171,0,2,-1.65645064129516,8,1,NA
"1196",1196,171,1,3,-1.39549146592011,NA,0,NA
"1197",1197,171,2,NA,NA,NA,NA,-3.69100520601187
"1202",1202,172,0,2,-1.53654599381161,9,1,NA
"1203",1203,172,1,3,-1.63072703795705,NA,1,NA
"1204",1204,172,2,NA,NA,NA,NA,-4.83893910311013
"1209",1209,173,0,2,0.515680353318383,6,0,NA
"1210",1210,173,1,3,0.458644065294544,NA,1,NA
"1211",1211,173,2,NA,NA,NA,NA,-1.70453015095948
"1216",1216,174,0,2,-1.48256737491116,8,1,NA
"1217",1217,174,1,2,-1.57644847548974,NA,1,NA
"1218",1218,174,2,NA,NA,NA,NA,-5.29504880290326
"1223",1223,175,0,1,0.363236110184557,7,1,NA
"1224",1224,175,1,1,-1.41410801224702,NA,1,NA
"1225",1225,175,2,NA,NA,NA,NA,-2.63132538560597
"1230",1230,176,0,3,0.484256009162454,8,1,NA
"1231",1231,176,1,2,-1.60014296937746,NA,1,NA
"1232",1232,176,2,NA,NA,NA,NA,-4.56358604430046
"1237",1237,177,0,2,-1.36001739194495,9,1,NA
"1238",1238,177,1,2,-1.53911915066678,NA,0,NA
"1239",1239,177,2,NA,NA,NA,NA,-2.58526712059926
"1244",1244,178,0,1,0.438159334978297,5,0,NA
"1245",1245,178,1,1,0.43862761948879,NA,1,NA
"1246",1246,178,2,NA,NA,NA,NA,-4.61556125683257
"1251",1251,179,0,2,-1.42031362180945,9,1,NA
"1252",1252,179,1,3,-1.36182690352964,NA,0,NA
"1253",1253,179,2,NA,NA,NA,NA,-5.44510868982455
"1258",1258,180,0,3,-1.43210910436089,5,1,NA
"1259",1259,180,1,2,-1.49749665147681,NA,1,NA
"1260",1260,180,2,NA,NA,NA,NA,-1.60449120741472
"1265",1265,181,0,2,-1.57550226611147,7,1,NA
"1266",1266,181,1,3,-1.56837065596372,NA,1,NA
"1267",1267,181,2,NA,NA,NA,NA,-5.31696857347786
"1272",1272,182,0,1,0.485064008677994,9,1,NA
"1273",1273,182,1,3,-1.60079983160255,NA,1,NA
"1274",1274,182,2,NA,NA,NA,NA,-4.58395592222598
"1279",1279,183,0,3,-1.33777685523768,5,1,NA
"1280",1280,183,1,2,-1.59005723446656,NA,0,NA
"1281",1281,183,2,NA,NA,NA,NA,-4.62041233011788
"1286",1286,184,0,2,-1.58100816835572,7,1,NA
"1287",1287,184,1,2,-1.37129630436155,NA,1,NA
"1288",1288,184,2,NA,NA,NA,NA,-4.82467399233564
"1293",1293,185,0,2,-1.54223032225878,10,0,NA
"1294",1294,185,1,1,0.414039900119472,NA,1,NA
"1295",1295,185,2,NA,NA,NA,NA,-4.47773599151074
"1300",1300,186,0,2,-1.43262561118643,7,1,NA
"1301",1301,186,1,2,-1.19184035750433,NA,0,NA
"1302",1302,186,2,NA,NA,NA,NA,-3.77562490563797
"1307",1307,187,0,2,0.567596808180575,6,1,NA
"1308",1308,187,1,2,-1.59188457148918,NA,0,NA
"1309",1309,187,2,NA,NA,NA,NA,-4.51065894476814
"1314",1314,188,0,2,-1.30442334082428,10,1,NA
"1315",1315,188,1,3,-1.46131233416689,NA,1,NA
"1316",1316,188,2,NA,NA,NA,NA,-5.47330801104676
"1321",1321,189,0,1,-1.52269521969232,5,1,NA
"1322",1322,189,1,2,-1.41905268239698,NA,1,NA
"1323",1323,189,2,NA,NA,NA,NA,-4.55992705372918
"1328",1328,190,0,2,0.37285247754336,8,1,NA
"1329",1329,190,1,2,-1.72927549102738,NA,0,NA
"1330",1330,190,2,NA,NA,NA,NA,-4.49274720146324
"1335",1335,191,0,2,-1.55886820830208,8,1,NA
"1336",1336,191,1,2,-1.48186844501582,NA,1,NA
"1337",1337,191,2,NA,NA,NA,NA,-4.53010109237046
"1342",1342,192,0,3,-1.44462098140877,9,1,NA
"1343",1343,192,1,2,-1.42653968950209,NA,1,NA
"1344",1344,192,2,NA,NA,NA,NA,-2.51511182415273
"1349",1349,193,0,2,-1.40172617300862,7,1,NA
"1350",1350,193,1,3,-1.43538180390306,NA,1,NA
"1351",1351,193,2,NA,NA,NA,NA,-4.55318363602335
"1356",1356,194,0,2,-1.37997066021687,10,1,NA
"1357",1357,194,1,2,-1.48278798905713,NA,1,NA
"1358",1358,194,2,NA,NA,NA,NA,-4.78493406564216
"1363",1363,195,0,2,-1.44261574293625,6,0,NA
"1364",1364,195,1,1,0.358761267379964,NA,1,NA
"1365",1365,195,2,NA,NA,NA,NA,-3.25969847316982
"1370",1370,196,0,3,-1.47966442474,7,0,NA
"1371",1371,196,1,2,0.390072084946635,NA,1,NA
"1372",1372,196,2,NA,NA,NA,NA,-3.91088640867881
"1377",1377,197,0,2,-1.54781666965376,5,0,NA
"1378",1378,197,1,3,0.681409064461711,NA,1,NA
"1379",1379,197,2,NA,NA,NA,NA,-5.35186230009336
"1384",1384,198,0,3,-1.50367827173927,7,1,NA
"1385",1385,198,1,2,-1.51086687472858,NA,1,NA
"1386",1386,198,2,NA,NA,NA,NA,-4.51533190143005
"1391",1391,199,0,1,-1.41164353940843,7,1,NA
"1392",1392,199,1,1,-1.50435392060649,NA,1,NA
"1393",1393,199,2,NA,NA,NA,NA,-5.30323302580616
"1398",1398,200,0,2,-1.48723013864495,10,1,NA
"1399",1399,200,1,2,-1.51440670520981,NA,1,NA
"1400",1400,200,2,NA,NA,NA,NA,-3.72839372692043
"1405",1405,201,0,2,-1.45578791990551,8,0,NA
"1406",1406,201,1,3,0.525968800007898,NA,0,NA
"1407",1407,201,2,NA,NA,NA,NA,-3.85743603280492
"1412",1412,202,0,3,-1.53609961704741,7,0,NA
"1413",1413,202,1,3,0.298036251276416,NA,0,NA
"1414",1414,202,2,NA,NA,NA,NA,-5.40798044689687
"1419",1419,203,0,2,-1.4759348313863,7,1,NA
"1420",1420,203,1,2,-1.45711252776018,NA,1,NA
"1421",1421,203,2,NA,NA,NA,NA,-4.67699240603566
"1426",1426,204,0,3,-1.52205276608589,7,1,NA
"1427",1427,204,1,3,-1.73557468169658,NA,1,NA
"1428",1428,204,2,NA,NA,NA,NA,-5.42642749844716
"1433",1433,205,0,2,-1.49283757135573,6,0,NA
"1434",1434,205,1,2,0.399440914511412,NA,1,NA
"1435",1435,205,2,NA,NA,NA,NA,-1.81678610118141
"1440",1440,206,0,2,-1.47383248850181,7,1,NA
"1441",1441,206,1,2,-1.53480604931035,NA,1,NA
"1442",1442,206,2,NA,NA,NA,NA,-4.58972749885915
"1447",1447,207,0,3,-1.40254119736652,8,0,NA
"1448",1448,207,1,2,0.53756736195489,NA,0,NA
"1449",1449,207,2,NA,NA,NA,NA,-5.4626175747375
"1454",1454,208,0,3,-1.3838058649653,10,1,NA
"1455",1455,208,1,3,-1.62295281950182,NA,1,NA
"1456",1456,208,2,NA,NA,NA,NA,-2.46487572815083
"1461",1461,209,0,1,-1.36161889454503,10,1,NA
"1462",1462,209,1,2,-1.56692769037272,NA,1,NA
"1463",1463,209,2,NA,NA,NA,NA,-1.73091399466905
"1468",1468,210,0,2,-1.73145705775398,6,1,NA
"1469",1469,210,1,2,-1.38258706662328,NA,1,NA
"1470",1470,210,2,NA,NA,NA,NA,-1.79974656941545
"1475",1475,211,0,1,0.540664363420629,9,0,NA
"1476",1476,211,1,3,0.458171687265289,NA,1,NA
"1477",1477,211,2,NA,NA,NA,NA,-4.61636401973993
"1482",1482,212,0,3,-1.54445735649407,6,1,NA
"1483",1483,212,1,1,-1.51084879042775,NA,1,NA
"1484",1484,212,2,NA,NA,NA,NA,-5.27794443856687
"1489",1489,213,0,3,-1.49790305073135,9,1,NA
"1490",1490,213,1,2,-1.38242731627346,NA,1,NA
"1491",1491,213,2,NA,NA,NA,NA,-5.26559819765267
"1496",1496,214,0,1,-1.45596341253279,5,1,NA
"1497",1497,214,1,2,-1.37491011793132,NA,0,NA
"1498",1498,214,2,NA,NA,NA,NA,-3.83769424653233
"1503",1503,215,0,2,-1.45119787152937,5,1,NA
"1504",1504,215,1,3,-1.58609446256616,NA,0,NA
"1505",1505,215,2,NA,NA,NA,NA,-3.80715788302889
"1510",1510,216,0,2,-1.28297300836446,8,1,NA
"1511",1511,216,1,2,-1.53598035101461,NA,1,NA
"1512",1512,216,2,NA,NA,NA,NA,-4.52011439592635
"1517",1517,217,0,3,-1.43595223503391,10,1,NA
"1518",1518,217,1,2,-1.4665614356132,NA,1,NA
"1519",1519,217,2,NA,NA,NA,NA,-4.65253815884879
"1524",1524,218,0,2,-1.36172115785792,8,0,NA
"1525",1525,218,1,2,0.482225094313524,NA,1,NA
"1526",1526,218,2,NA,NA,NA,NA,-5.44170565612841
"1531",1531,219,0,2,-1.32008138674418,9,0,NA
"1532",1532,219,1,1,0.538342551695929,NA,1,NA
"1533",1533,219,2,NA,NA,NA,NA,-5.39746083756513
"1538",1538,220,0,3,-1.44324991526512,10,1,NA
"1539",1539,220,1,3,-1.54074779292679,NA,0,NA
"1540",1540,220,2,NA,NA,NA,NA,-4.52048074624639
"1545",1545,221,0,2,-1.49255519566938,10,1,NA
"1546",1546,221,1,2,-1.57695341997534,NA,1,NA
"1547",1547,221,2,NA,NA,NA,NA,-5.61050344304047
"1552",1552,222,0,3,-1.46650809801178,5,1,NA
"1553",1553,222,1,2,-1.52019646612685,NA,1,NA
"1554",1554,222,2,NA,NA,NA,NA,-4.55199012094954
"1559",1559,223,0,3,-1.31189931763965,6,1,NA
"1560",1560,223,1,2,-1.7141416244074,NA,0,NA
"1561",1561,223,2,NA,NA,NA,NA,-1.91212292560671
"1566",1566,224,0,2,0.543289663088778,9,1,NA
"1567",1567,224,1,3,-1.58573278295491,NA,1,NA
"1568",1568,224,2,NA,NA,NA,NA,-4.73728039961447
"1573",1573,225,0,2,-1.65901213226444,9,1,NA
"1574",1574,225,1,3,-1.39559006987831,NA,1,NA
"1575",1575,225,2,NA,NA,NA,NA,-4.45534783043579
"1580",1580,226,0,2,-1.29461331101988,5,1,NA
"1581",1581,226,1,1,-1.43340019114496,NA,0,NA
"1582",1582,226,2,NA,NA,NA,NA,-4.68208144611296
"1587",1587,227,0,2,-1.68670052373871,5,1,NA
"1588",1588,227,1,3,-1.57496728250419,NA,1,NA
"1589",1589,227,2,NA,NA,NA,NA,-4.55279729610371
"1594",1594,228,0,3,-1.61002698692225,6,1,NA
"1595",1595,228,1,3,-1.45971129351143,NA,1,NA
"1596",1596,228,2,NA,NA,NA,NA,-4.55032662347681
"1601",1601,229,0,3,0.47107855275475,7,1,NA
"1602",1602,229,1,3,-1.46571598128723,NA,1,NA
"1603",1603,229,2,NA,NA,NA,NA,-4.68743406219019
"1608",1608,230,0,2,0.706343339857459,10,1,NA
"1609",1609,230,1,1,-1.44763727827515,NA,1,NA
"1610",1610,230,2,NA,NA,NA,NA,-5.36854260091071
"1615",1615,231,0,3,0.491571086011236,10,1,NA
"1616",1616,231,1,2,-1.73467455474567,NA,1,NA
"1617",1617,231,2,NA,NA,NA,NA,-5.55356412676258
"1622",1622,232,0,1,-1.58389214271287,7,1,NA
"1623",1623,232,1,2,-1.32729494265871,NA,1,NA
"1624",1624,232,2,NA,NA,NA,NA,-5.57457893169027
"1629",1629,233,0,2,-1.44741176966762,7,1,NA
"1630",1630,233,1,3,-1.55631148105627,NA,1,NA
"1631",1631,233,2,NA,NA,NA,NA,-4.49628687784002
"1636",1636,234,0,2,-1.49060841216782,8,1,NA
"1637",1637,234,1,2,-1.59358121331481,NA,1,NA
"1638",1638,234,2,NA,NA,NA,NA,-5.52439110244893
"1643",1643,235,0,2,-1.5698582179144,6,1,NA
"1644",1644,235,1,2,-1.47144847060383,NA,1,NA
"1645",1645,235,2,NA,NA,NA,NA,-5.281037942554
"1650",1650,236,0,3,-1.57435146993107,9,1,NA
"1651",1651,236,1,2,-1.48658054574918,NA,1,NA
"1652",1652,236,2,NA,NA,NA,NA,-4.75373453275044
"1657",1657,237,0,2,-1.60468617645079,10,0,NA
"1658",1658,237,1,1,0.478359761148129,NA,1,NA
"1659",1659,237,2,NA,NA,NA,NA,-5.50865638042807
"1664",1664,238,0,3,0.448440917562964,7,1,NA
"1665",1665,238,1,2,-1.40203278374047,NA,1,NA
"1666",1666,238,2,NA,NA,NA,NA,-4.47819329999921
"1671",1671,239,0,3,0.390948645456587,9,1,NA
"1672",1672,239,1,3,-1.51886365509874,NA,0,NA
"1673",1673,239,2,NA,NA,NA,NA,-5.44534376288473
"1678",1678,240,0,2,-1.41867436685563,10,1,NA
"1679",1679,240,1,3,-1.48757963701519,NA,1,NA
"1680",1680,240,2,NA,NA,NA,NA,-2.76508859472962
"1685",1685,241,0,3,-1.39715686363039,6,1,NA
"1686",1686,241,1,2,-1.57805332274618,NA,1,NA
"1687",1687,241,2,NA,NA,NA,NA,-3.79712151970977
"1692",1692,242,0,1,0.417502544684701,5,1,NA
"1693",1693,242,1,1,-1.44185102707414,NA,1,NA
"1694",1694,242,2,NA,NA,NA,NA,-4.63935269330122
"1699",1699,243,0,1,-1.62285570132548,7,1,NA
"1700",1700,243,1,2,-1.50885526971059,NA,1,NA
"1701",1701,243,2,NA,NA,NA,NA,-5.50239969495865
"1706",1706,244,0,3,-1.23220644351775,10,1,NA
"1707",1707,244,1,2,-1.46022088729611,NA,1,NA
"1708",1708,244,2,NA,NA,NA,NA,-5.38138769854174
"1713",1713,245,0,2,0.645372182977734,8,1,NA
"1714",1714,245,1,3,-1.66615886417523,NA,1,NA
"1715",1715,245,2,NA,NA,NA,NA,-2.72767687156677
"1720",1720,246,0,2,-1.43746912178816,7,1,NA
"1721",1721,246,1,2,-1.59108999351524,NA,1,NA
"1722",1722,246,2,NA,NA,NA,NA,-5.26629037819318
"1727",1727,247,0,1,-1.56555472279277,7,1,NA
"1728",1728,247,1,2,-1.52915661766465,NA,1,NA
"1729",1729,247,2,NA,NA,NA,NA,-4.71430826871397
"1734",1734,248,0,3,-1.64652160162464,5,1,NA
"1735",1735,248,1,2,-1.32863643645224,NA,1,NA
"1736",1736,248,2,NA,NA,NA,NA,-3.82110357389817
"1741",1741,249,0,3,-1.21757902413583,6,0,NA
"1742",1742,249,1,1,0.564764331327279,NA,1,NA
"1743",1743,249,2,NA,NA,NA,NA,-5.44545918268586
"1748",1748,250,0,1,-1.41610436512214,5,0,NA
"1749",1749,250,1,3,0.513654333271965,NA,1,NA
"1750",1750,250,2,NA,NA,NA,NA,-5.48648814714342
"1755",1755,251,0,2,-1.44205816636897,6,1,NA
"1756",1756,251,1,1,-1.63554062008659,NA,1,NA
"1757",1757,251,2,NA,NA,NA,NA,-4.50714302344106
"1762",1762,252,0,3,-1.48730497709831,9,1,NA
"1763",1763,252,1,2,-1.26009389216075,NA,1,NA
"1764",1764,252,2,NA,NA,NA,NA,-4.56760999470594
"1769",1769,253,0,2,0.392659227949301,8,1,NA
"1770",1770,253,1,3,-1.29999380088813,NA,1,NA
"1771",1771,253,2,NA,NA,NA,NA,-4.49047827664752
"1776",1776,254,0,1,0.487510563797921,5,1,NA
"1777",1777,254,1,3,-1.40351249169504,NA,1,NA
"1778",1778,254,2,NA,NA,NA,NA,-5.28467346375002
"1783",1783,255,0,3,0.335606734791661,7,1,NA
"1784",1784,255,1,2,-1.58954316395888,NA,1,NA
"1785",1785,255,2,NA,NA,NA,NA,-5.34379991216122
"1790",1790,256,0,2,0.410781269046268,8,0,NA
"1791",1791,256,1,2,0.522379488114052,NA,1,NA
"1792",1792,256,2,NA,NA,NA,NA,-3.67207950020972
"1797",1797,257,0,2,-1.38020297955484,9,1,NA
"1798",1798,257,1,2,-1.41324189428973,NA,1,NA
"1799",1799,257,2,NA,NA,NA,NA,-5.5570939308483
"1804",1804,258,0,1,0.38808952575888,6,0,NA
"1805",1805,258,1,1,0.521706924694301,NA,1,NA
"1806",1806,258,2,NA,NA,NA,NA,-5.45690724050185
"1811",1811,259,0,3,-1.48634879243017,6,1,NA
"1812",1812,259,1,1,-1.5428938329961,NA,0,NA
"1813",1813,259,2,NA,NA,NA,NA,-5.37800671485226
"1818",1818,260,0,2,-1.45374750407156,10,1,NA
"1819",1819,260,1,3,-1.54743618313286,NA,1,NA
"1820",1820,260,2,NA,NA,NA,NA,-5.5172396035684
"1825",1825,261,0,2,-1.35908963991944,10,1,NA
"1826",1826,261,1,3,-1.46440935229932,NA,1,NA
"1827",1827,261,2,NA,NA,NA,NA,-4.607340746973
"1832",1832,262,0,2,-1.64989858573893,5,1,NA
"1833",1833,262,1,2,-1.39416590572354,NA,1,NA
"1834",1834,262,2,NA,NA,NA,NA,-5.34724325860872
"1839",1839,263,0,3,-1.51234040851016,7,1,NA
"1840",1840,263,1,3,-1.34566042055229,NA,1,NA
"1841",1841,263,2,NA,NA,NA,NA,-4.64163372202121
"1846",1846,264,0,3,-1.40411029325352,7,1,NA
"1847",1847,264,1,2,-1.40787056306139,NA,1,NA
"1848",1848,264,2,NA,NA,NA,NA,-5.40205556570851
"1853",1853,265,0,3,-1.50704133166385,7,1,NA
"1854",1854,265,1,2,-1.66717596201685,NA,1,NA
"1855",1855,265,2,NA,NA,NA,NA,-2.61757709993534
"1860",1860,266,0,3,-1.51064562586072,10,1,NA
"1861",1861,266,1,3,-1.42884125642058,NA,1,NA
"1862",1862,266,2,NA,NA,NA,NA,-4.66005115580043
"1867",1867,267,0,3,0.469777027775144,8,1,NA
"1868",1868,267,1,3,-1.61224034215222,NA,1,NA
"1869",1869,267,2,NA,NA,NA,NA,-3.80479613376243
"1874",1874,268,0,1,0.603488319793065,6,1,NA
"1875",1875,268,1,3,-1.69109011231439,NA,1,NA
"1876",1876,268,2,NA,NA,NA,NA,-3.66488669353942
"1881",1881,269,0,1,0.383446922823971,8,1,NA
"1882",1882,269,1,2,-1.48162403168294,NA,1,NA
"1883",1883,269,2,NA,NA,NA,NA,-5.51579863380273
"1888",1888,270,0,2,-1.75417447108466,9,1,NA
"1889",1889,270,1,3,-1.58300348601625,NA,1,NA
"1890",1890,270,2,NA,NA,NA,NA,-3.79995961157954
"1895",1895,271,0,2,-1.47155926083021,6,1,NA
"1896",1896,271,1,3,-1.55203528396292,NA,1,NA
"1897",1897,271,2,NA,NA,NA,NA,-4.66029411061432
"1902",1902,272,0,3,-1.47184068160547,10,1,NA
"1903",1903,272,1,2,-1.58782881787912,NA,1,NA
"1904",1904,272,2,NA,NA,NA,NA,-1.96296652765502
"1909",1909,273,0,2,0.551844610906522,9,0,NA
"1910",1910,273,1,1,0.43366430342737,NA,0,NA
"1911",1911,273,2,NA,NA,NA,NA,-4.51339420992751
"1916",1916,274,0,2,-1.40643450087527,10,1,NA
"1917",1917,274,1,1,-1.494117613961,NA,0,NA
"1918",1918,274,2,NA,NA,NA,NA,-4.73785556412754
"1923",1923,275,0,2,-1.38298567717023,8,1,NA
"1924",1924,275,1,3,-1.50410438837326,NA,1,NA
"1925",1925,275,2,NA,NA,NA,NA,-3.25223092412208
"1930",1930,276,0,1,-1.4170361565178,6,1,NA
"1931",1931,276,1,2,-1.55032015017849,NA,0,NA
"1932",1932,276,2,NA,NA,NA,NA,-2.45636772383265
"1937",1937,277,0,1,0.52185012580215,9,1,NA
"1938",1938,277,1,3,-1.59349725696921,NA,1,NA
"1939",1939,277,2,NA,NA,NA,NA,-4.65117195245364
"1944",1944,278,0,3,-1.39784655956124,6,1,NA
"1945",1945,278,1,2,-1.58928789966269,NA,1,NA
"1946",1946,278,2,NA,NA,NA,NA,-4.48640029746532
"1951",1951,279,0,3,-1.52492068245488,10,1,NA
"1952",1952,279,1,2,-1.43776780014853,NA,1,NA
"1953",1953,279,2,NA,NA,NA,NA,-5.40870248768498
"1958",1958,280,0,1,-1.66029348821718,9,0,NA
"1959",1959,280,1,2,0.413670395376135,NA,1,NA
"1960",1960,280,2,NA,NA,NA,NA,-5.36966456080898
"1965",1965,281,0,1,-1.4481380041786,10,1,NA
"1966",1966,281,1,2,-1.52790632077219,NA,1,NA
"1967",1967,281,2,NA,NA,NA,NA,-3.42551291399435
"1972",1972,282,0,1,-1.46948240254031,6,1,NA
"1973",1973,282,1,2,-1.39234242016406,NA,1,NA
"1974",1974,282,2,NA,NA,NA,NA,-4.51506187970386
"1979",1979,283,0,3,-1.33650316870216,9,1,NA
"1980",1980,283,1,3,-1.52773135118303,NA,1,NA
"1981",1981,283,2,NA,NA,NA,NA,-3.85299368898467
"1986",1986,284,0,3,-1.59688278365606,7,1,NA
"1987",1987,284,1,3,-1.44153176251724,NA,1,NA
"1988",1988,284,2,NA,NA,NA,NA,-5.39592664658917
"1993",1993,285,0,1,-1.50771206501803,6,1,NA
"1994",1994,285,1,3,-1.5188110155215,NA,1,NA
"1995",1995,285,2,NA,NA,NA,NA,-2.50665814531121
"2000",2000,286,0,1,0.441295086809247,6,1,NA
"2001",2001,286,1,2,-1.47201088541206,NA,1,NA
"2002",2002,286,2,NA,NA,NA,NA,-5.49772854374034
"2007",2007,287,0,2,-1.38093019606972,7,0,NA
"2008",2008,287,1,2,0.707756214432353,NA,1,NA
"2009",2009,287,2,NA,NA,NA,NA,-4.53859985330072
"2014",2014,288,0,3,-1.53049171352367,8,1,NA
"2015",2015,288,1,2,-1.4035880638148,NA,1,NA
"2016",2016,288,2,NA,NA,NA,NA,-2.45558918967349
"2021",2021,289,0,1,-1.63774451359514,5,1,NA
"2022",2022,289,1,2,-1.54245497689427,NA,1,NA
"2023",2023,289,2,NA,NA,NA,NA,-4.44940070631518
"2028",2028,290,0,2,0.627236673974163,7,0,NA
"2029",2029,290,1,3,0.661385456481059,NA,1,NA
"2030",2030,290,2,NA,NA,NA,NA,-5.33646002576356
"2035",2035,291,0,2,-1.55024401042333,5,0,NA
"2036",2036,291,1,2,0.338166008967864,NA,1,NA
"2037",2037,291,2,NA,NA,NA,NA,-5.3383532722947
"2042",2042,292,0,3,-1.48242893490091,7,1,NA
"2043",2043,292,1,2,-1.62297442236124,NA,1,NA
"2044",2044,292,2,NA,NA,NA,NA,-5.38436485771419
"2049",2049,293,0,2,-1.75634583289553,9,1,NA
"2050",2050,293,1,2,-1.61901071208768,NA,1,NA
"2051",2051,293,2,NA,NA,NA,NA,-4.67985716036891
"2056",2056,294,0,3,0.545857640013344,7,1,NA
"2057",2057,294,1,2,-1.57918852119167,NA,0,NA
"2058",2058,294,2,NA,NA,NA,NA,-2.7102143242891
"2063",2063,295,0,3,-1.52263498599801,8,1,NA
"2064",2064,295,1,1,-1.48280590282119,NA,1,NA
"2065",2065,295,2,NA,NA,NA,NA,-4.6629721054924
"2070",2070,296,0,3,-1.46377448125043,6,0,NA
"2071",2071,296,1,1,0.641250211964922,NA,1,NA
"2072",2072,296,2,NA,NA,NA,NA,-4.69575587797477
"2077",2077,297,0,1,0.575232221468386,7,1,NA
"2078",2078,297,1,2,-1.51206693956128,NA,0,NA
"2079",2079,297,2,NA,NA,NA,NA,-2.43615880771631
"2084",2084,298,0,2,-1.60833504030079,6,1,NA
"2085",2085,298,1,2,-1.43511379151239,NA,1,NA
"2086",2086,298,2,NA,NA,NA,NA,-3.82079830622882
"2091",2091,299,0,1,-1.3861017049189,6,0,NA
"2092",2092,299,1,3,0.39581397029673,NA,1,NA
"2093",2093,299,2,NA,NA,NA,NA,-2.6019095021624
"2098",2098,300,0,3,-1.47449509406673,8,1,NA
"2099",2099,300,1,3,-1.38650115616202,NA,1,NA
"2100",2100,300,2,NA,NA,NA,NA,-4.56993766207844
"2105",2105,301,0,1,-1.47570257567264,9,1,NA
"2106",2106,301,1,2,-1.33215056493274,NA,0,NA
"2107",2107,301,2,NA,NA,NA,NA,-4.52772465167249
"2112",2112,302,0,1,-1.53826010702529,9,1,NA
"2113",2113,302,1,2,-1.46835061397764,NA,1,NA
"2114",2114,302,2,NA,NA,NA,NA,-3.4250091700809
"2119",2119,303,0,3,-1.6238532001628,8,0,NA
"2120",2120,303,1,3,0.507748964115979,NA,0,NA
"2121",2121,303,2,NA,NA,NA,NA,-4.71086343712977
"2126",2126,304,0,3,-1.39211229282867,7,1,NA
"2127",2127,304,1,2,-1.31876860942839,NA,1,NA
"2128",2128,304,2,NA,NA,NA,NA,-3.89684788997132
"2133",2133,305,0,3,-1.42339511854843,6,0,NA
"2134",2134,305,1,3,0.63281687682344,NA,1,NA
"2135",2135,305,2,NA,NA,NA,NA,-5.36461508068962
"2140",2140,306,0,3,-1.3959375133291,9,1,NA
"2141",2141,306,1,3,-1.62098623205662,NA,1,NA
"2142",2142,306,2,NA,NA,NA,NA,-3.3967338105671
"2147",2147,307,0,3,-1.43392374863513,7,1,NA
"2148",2148,307,1,3,-1.5409119995905,NA,1,NA
"2149",2149,307,2,NA,NA,NA,NA,-5.55543223086196
"2154",2154,308,0,2,-1.44436171790658,9,1,NA
"2155",2155,308,1,3,-1.52420661415395,NA,1,NA
"2156",2156,308,2,NA,NA,NA,NA,-4.62597623933551
"2161",2161,309,0,2,0.50859339895263,9,1,NA
"2162",2162,309,1,3,-1.56887900406121,NA,1,NA
"2163",2163,309,2,NA,NA,NA,NA,-2.48104197021171
"2168",2168,310,0,2,-1.47198493721176,6,0,NA
"2169",2169,310,1,3,0.499648166536782,NA,1,NA
"2170",2170,310,2,NA,NA,NA,NA,-5.40189455779988
"2175",2175,311,0,2,-1.46536831957366,8,1,NA
"2176",2176,311,1,3,-1.67434931319767,NA,1,NA
"2177",2177,311,2,NA,NA,NA,NA,-4.57245356446627
"2182",2182,312,0,2,-1.32158774384526,9,1,NA
"2183",2183,312,1,2,-1.46393712482109,NA,0,NA
"2184",2184,312,2,NA,NA,NA,NA,-3.74080282739357
"2189",2189,313,0,3,-1.55220838413775,10,1,NA
"2190",2190,313,1,2,-1.49998913380464,NA,1,NA
"2191",2191,313,2,NA,NA,NA,NA,-5.16515037732973
"2196",2196,314,0,3,-1.56268799077492,9,1,NA
"2197",2197,314,1,2,-1.42002034400105,NA,1,NA
"2198",2198,314,2,NA,NA,NA,NA,-3.37693236119801
"2203",2203,315,0,2,-1.57236481220059,9,1,NA
"2204",2204,315,1,3,-1.22233138894653,NA,1,NA
"2205",2205,315,2,NA,NA,NA,NA,-2.59953469975625
"2210",2210,316,0,3,-1.55972856661532,10,1,NA
"2211",2211,316,1,3,-1.46993621145786,NA,1,NA
"2212",2212,316,2,NA,NA,NA,NA,-2.70262264025528
"2217",2217,317,0,3,-1.48264666153941,9,1,NA
"2218",2218,317,1,3,-1.47702171722572,NA,1,NA
"2219",2219,317,2,NA,NA,NA,NA,-4.80809706132067
"2224",2224,318,0,2,-1.41658057855933,9,1,NA
